# step source loss verdict alpha
473 0 2.5285 PASS 1.000
474 0 2.3764 PASS 1.000
475 0 2.3559 PASS 1.000
476 0 1.9809 PASS 1.000
477 0 2.1497 PASS 1.000
478 0 2.3360 PASS 1.000
479 0 2.2715 PASS 1.000
480 0 1.9749 PASS 1.000
481 0 2.0453 PASS 1.000
482 0 2.2583 PASS 1.000
483 0 2.2176 PASS 1.000
484 0 2.4232 PASS 1.000
485 0 2.1824 PASS 1.000
486 0 2.1688 PASS 1.000
487 0 2.3506 PASS 1.000
488 0 2.1153 PASS 1.000
489 0 2.3050 PASS 1.000
490 0 1.9493 PASS 1.000
491 0 1.9228 PASS 1.000
492 0 2.2245 PASS 1.000
493 0 2.0957 PASS 1.000
494 0 2.3227 PASS 1.000
495 0 2.8188 PASS 1.000
496 0 2.6664 PASS 1.000
497 0 2.0054 PASS 1.000
498 0 2.1955 PASS 1.000
499 0 2.2479 PASS 1.000
500 0 2.1905 PASS 1.000
501 0 2.1321 PASS 1.000
502 0 2.0483 PASS 1.000
503 0 2.0049 PASS 1.000
504 0 2.4913 PASS 1.000
505 0 2.0706 PASS 1.000
506 0 2.4502 PASS 1.000
507 0 2.1066 PASS 1.000
508 0 2.1053 PASS 1.000
509 1 2.4991 PASS 1.000
510 0 2.2080 PASS 1.000
511 0 2.2612 PASS 1.000
512 0 2.3384 PASS 1.000
513 0 2.0527 PASS 1.000
514 0 2.1348 PASS 1.000
515 0 1.9920 PASS 1.000
516 0 2.3014 PASS 1.000
517 1 2.3109 PASS 1.000
518 0 2.2822 PASS 1.000
519 1 2.2158 PASS 1.000
520 0 2.2829 PASS 1.000
521 0 2.1622 PASS 1.000
522 0 2.3538 PASS 1.000
523 0 2.2208 PASS 1.000
524 0 1.9853 PASS 1.000
525 0 1.9685 PASS 1.000
526 0 2.3169 PASS 1.000
527 0 2.2153 PASS 1.000
528 1 2.2369 PASS 1.000
529 1 2.3181 PASS 1.000
530 0 2.1763 PASS 1.000
531 0 2.5666 PASS 1.000
532 0 2.1028 PASS 1.000
533 0 2.1239 PASS 1.000
534 0 2.0966 PASS 1.000
535 0 2.2577 PASS 1.000
