# step source loss verdict alpha
649 0 2.0937 WEAKEN 0.313
650 0 2.2612 WEAKEN 0.854
651 0 2.2629 WEAKEN 0.223
652 1 2.6683 FREEZE 0.000
653 0 2.2072 WEAKEN 0.991
654 0 2.4149 WEAKEN 0.715
655 0 2.4879 FREEZE 0.000
656 1 7.8889 FREEZE 0.000
657 1 2.9792 FREEZE 0.000
658 0 2.0567 WEAKEN 0.125
659 0 2.3020 WEAKEN 0.652
660 0 2.3675 WEAKEN 0.856
661 0 2.0785 FREEZE 0.000
662 0 2.3691 FREEZE 0.000
663 1 3.0576 SCAR 0.000
664 0 2.2735 WEAKEN 0.393
665 0 2.1468 WEAKEN 0.601
666 0 2.5823 FREEZE 0.000
667 0 2.0380 WEAKEN 0.751
668 0 2.1514 WEAKEN 0.013
669 0 2.5759 FREEZE 0.000
670 0 2.4014 WEAKEN 0.292
671 0 2.0898 WEAKEN 0.566
672 0 2.1138 WEAKEN 0.335
673 0 2.3680 WEAKEN 0.554
674 1 2.6917 SCAR 0.000
675 0 1.9176 PASS 1.000
676 0 2.8750 WEAKEN 0.119
677 0 2.2092 WEAKEN 0.607
678 1 2.6080 FREEZE 0.000
679 1 3.0830 SCAR 0.000
680 0 2.4753 WEAKEN 0.081
681 0 2.0426 WEAKEN 0.297
682 1 2.5895 SCAR 0.000
683 0 2.1677 WEAKEN 0.700
684 0 2.2579 FREEZE 0.000
685 0 2.0159 WEAKEN 0.762
686 0 2.0225 WEAKEN 0.993
687 0 2.2076 WEAKEN 0.547
688 0 1.9772 WEAKEN 0.748
689 0 2.2379 WEAKEN 0.356
690 0 2.0876 WEAKEN 0.842
691 0 1.9443 WEAKEN 0.706
692 0 2.1600 WEAKEN 0.649
693 0 2.1618 FREEZE 0.000
694 0 2.3809 WEAKEN 0.123
695 1 2.5521 FREEZE 0.000
696 0 2.3589 WEAKEN 0.438
697 0 2.0766 WEAKEN 0.957
698 0 2.4422 WEAKEN 0.047
699 0 2.7012 WEAKEN 0.237
700 0 2.2297 WEAKEN 0.112
701 1 2.7388 FREEZE 0.000
702 0 2.1019 WEAKEN 0.940
703 1 7.3389 FREEZE 0.000
704 0 2.0513 WEAKEN 0.177
705 0 2.0315 WEAKEN 0.715
706 0 2.2399 WEAKEN 0.333
707 0 2.4241 WEAKEN 0.304
708 0 1.8494 WEAKEN 0.932
709 0 2.1445 WEAKEN 0.894
710 0 1.9420 WEAKEN 0.657
711 0 2.6367 WEAKEN 0.291
712 0 2.5898 FREEZE 0.000
713 1 2.6517 SCAR 0.000
714 0 1.8865 PASS 1.000
